GO_ID,GO_term,Gene_Count,Wilcoxon_P,Wilcoxon_Adj,Cluster_Term,setSize,enrichmentScore,NES,Cluster_P,Cluster_Adj,Cluster_Q,rank,leading_edge,core_enrichment,log2err,source,GProfiler_Term,GProfiler_P,GProfiler_Significant,description,term_size,query_size,intersection_size,effective_domain_size,precision,recall,query,parents,intersections,evidences,Methods_Included,Methods_Significant
GO:0071555,cell wall organization,10.0,0.0367215178409075,0.1969259319892417,cell wall organization,341.0,-0.41050446832571,-1.41613176451647,4.67487609300489e-06,0.0003245922300576,0.0001953516983045,8834.0,"tags=44%, list=27%, signal=32%",AT1G07000/AT1G77410/AT3G03250/AT3G26370/AT4G23100/AT4G01750/AT4G00740/AT5G65810/AT5G49270/AT3G05910/AT2G41770/AT2G20750/AT5G44070/AT3G02210/AT1G24150/AT2G43050/AT1G24100/AT5G62880/AT4G30270/AT3G62060/AT4G36890/AT2G33460/AT1G65680/AT3G55830/AT1G27930/AT3G57420/AT4G19420/AT5G15740/AT1G45130/AT1G28240/AT4G12390/AT5G51520/AT3G10710/AT5G16490/AT5G06630/AT3G07330/AT4G34600/AT1G14890/AT2G43150/AT4G19410/AT4G02320/AT3G54640/AT5G25460/AT5G53370/AT5G50800/AT1G51630/AT3G43270/AT5G04970/AT4G26690/AT3G26610/AT3G47400/AT3G29360/AT3G25140/AT3G54580/AT2G16385/AT1G02720/AT4G28370/AT5G20740/AT5G60920/AT4G02330/AT3G52840/AT4G37450/AT3G14310/AT1G12560/AT3G53350/AT3G28550/AT5G01360/AT2G39700/AT1G67330/AT1G25570/AT3G54590/AT1G23720/AT3G49220/AT5G66460/AT4G34980/AT5G17420/AT1G64760/AT1G31420/AT5G26670/AT2G35620/AT3G20580/AT5G62360/AT5G23870/AT1G19300/AT3G05620/AT1G19900/AT4G26850/AT1G11580/AT4G26140/AT1G10550/AT4G38590/AT4G28250/AT4G20140/AT3G50990/AT2G34070/AT1G56550/AT5G15630/AT5G15490/AT4G31500/AT1G05250/AT2G22330/AT3G55500/AT4G18270/AT2G28950/AT1G53830/AT1G06170/AT2G03090/AT4G25250/AT2G23130/AT4G39950/AT1G70720/AT5G20860/AT5G09760/AT5G38610/AT1G62770/AT1G09790/AT3G11490/AT5G44585/AT5G54690/AT3G21190/AT3G50410/AT1G62760/AT1G62980/AT1G70370/AT5G62350/AT3G12977/AT4G37780/AT2G41480/AT1G14160/AT2G45890/AT2G28470/AT3G62820/AT5G14650/AT3G07970/AT2G47670/AT2G01610/AT5G64620/AT1G23200/AT2G18800/AT4G01630/AT5G06200/AT1G75620/AT5G41040/AT1G74670/AT5G15290/AT2G27370/AT3G11550/AT3G17130/AT2G36100,0.610526878385931,,,,,,,,,,,,,,,,2,1
GO:0080022,primary root development,7.0,0.1001787925524328,0.311474890069118,primary root development,44.0,-0.515908205509132,-1.55817824088921,0.0047339409647846,0.0493569345783147,0.0297048422609165,10736.0,"tags=57%, list=33%, signal=38%",AT1G02330/AT2G03840/AT1G14350/AT3G07780/AT1G13300/AT1G79530/AT1G10940/AT2G42500/AT3G16857/AT1G12240/AT2G29130/AT1G12820/AT3G01090/AT5G66815/AT5G51040/AT1G01790/AT1G69780/AT5G35735/AT1G08290/AT4G31920/AT5G65020/AT3G25290/AT4G24670/AT1G35720/AT2G18800,0.407017918923954,,,,,,,,,,,,,,,,2,1
GO:0080147,root hair cell development,11.0,0.0443078050126922,0.2134536591852328,root hair cell development,116.0,-0.439169950716423,-1.44984028865074,0.0015225819912926,0.0215750903936224,0.0129846932833861,13906.0,"tags=71%, list=43%, signal=40%",AT5G16910/AT5G64070/AT1G48550/AT2G02470/AT4G02500/AT1G50460/AT4G21060/AT5G20490/AT2G20290/AT3G57630/AT3G61650/AT5G61980/AT5G61350/AT4G30980/AT5G45420/AT1G59870/AT1G70940/AT3G51460/AT4G35987/AT1G52240/AT1G63450/AT2G34180/AT4G31600/AT3G60630/AT5G05620/AT5G41950/AT2G35610/AT1G01910/AT3G06440/AT5G49270/AT4G16444/AT1G47240/AT4G14430/AT3G06810/AT3G61440/AT4G05530/AT2G17720/AT1G74380/AT3G05580/AT4G00150/AT2G44110/AT1G77450/AT4G34580/AT4G38630/AT1G49240/AT1G19360/AT5G63220/AT5G06270/AT1G20090/AT5G05500/AT3G43960/AT1G26960/AT3G11600/AT1G75840/AT4G15290/AT3G14310/AT1G12560/AT5G09810/AT3G18780/AT2G37620/AT5G27840/AT3G06300/AT1G16440/AT4G40060/AT2G26650/AT4G02270/AT2G23096/AT5G56540/AT5G44610/AT3G25710/AT1G29230/AT5G51310/AT3G56930/AT5G58650/AT1G10480/AT3G02242/AT5G60660/AT5G58010/AT2G41970/AT1G24620/AT2G45890/AT1G77110,0.45505986738723,,,,,,,,,,,,,,,,2,1
GO:0097501,stress response to metal ion,8.0,0.0096088366803915,0.1082592906789854,stress response to metal ion,30.0,-0.659302498921398,-1.87471572313366,1.84026879017075e-05,0.0008711999749831,0.00052432060572,3957.0,"tags=50%, list=12%, signal=44%",AT1G63440/AT2G32270/AT5G17450/AT3G01870/AT4G30120/AT1G05300/AT1G22990/AT3G58810/AT1G71050/AT1G34047/AT5G54230/AT3G59930/AT2G36255/AT5G33355/AT4G11393,0.575610261071129,,,,,,,,,,,,,,,,2,1
GO:1902025,nitrate import,14.0,0.3980336981428319,0.6788171596234344,nitrate import,41.0,-0.632458134071836,-1.86436961574933,7.1175320534955e-06,0.0004492672505282,0.0002703857709955,5995.0,"tags=54%, list=19%, signal=44%",AT1G08090/AT5G66816/AT1G72140/AT5G66815/AT3G16180/AT1G72180/AT1G52190/AT5G40890/AT1G72130/AT1G69870/AT1G12110/AT2G38100/AT1G18880/AT1G22540/AT3G27170/AT5G62720/AT1G22550/AT5G50200/AT3G45650/AT2G35612/AT3G50610/AT1G31670,0.610526878385931,,,,,,,,,,,,,,,,2,1
GO:2000280,regulation of root development,32.0,0.0617868922516419,0.2599747320155262,regulation of root development,82.0,-0.466769011427921,-1.49003332657762,0.00239475991008,0.0308869720663383,0.0185889306332857,8314.0,"tags=43%, list=26%, signal=32%",AT2G37430/AT5G13150/AT2G22670/AT4G34460/AT1G31880/AT5G18560/AT4G08920/AT5G66816/AT5G66815/AT5G01170/AT1G72180/AT1G34670/AT5G60810/AT5G52870/AT4G37295/AT2G31085/AT3G09070/AT3G02240/AT1G53910/AT3G62020/AT5G64770/AT4G20140/AT2G02820/AT4G25250/AT3G02242/AT5G44585/AT1G02335/AT5G52310/AT1G09560/AT2G33790/AT2G35612/AT5G65790/AT3G50610/AT1G77110/AT1G31670,0.431707695803346,,,,,,,,,,,,,,,,2,1
GO:0000271,polysaccharide biosynthetic process,,,,polysaccharide biosynthetic process,209.0,-0.448317181798661,-1.52582089504257,3.55966996428014e-06,0.0002648140191284,0.0001593749436405,13044.0,"tags=66%, list=40%, signal=40%",AT5G04885/AT5G60950/AT5G63370/AT1G68725/AT5G48300/AT4G12720/AT2G32620/AT2G15350/AT4G01220/AT4G04920/AT1G78880/AT3G57220/AT4G04970/AT3G58560/AT3G30720/AT1G68050/AT1G28290/AT3G03210/AT3G01040/AT3G49720/AT2G32700/AT5G20350/AT2G44610/AT1G63450/AT2G13680/AT2G41680/AT3G06550/AT1G10950/AT5G05170/AT1G18580/AT5G15470/AT1G27600/AT5G06610/AT2G35610/AT1G27680/AT1G05170/AT4G30260/AT1G01050/AT2G32580/AT5G64020/AT1G77130/AT3G26370/AT5G01620/AT4G01750/AT5G65810/AT2G20370/AT5G49270/AT2G41770/AT3G14570/AT1G10670/AT5G18520/AT2G03210/AT1G29890/AT3G02210/AT1G68470/AT5G62880/AT5G65685/AT5G49720/AT1G74380/AT4G36890/AT4G32410/AT2G33570/AT1G27930/AT1G33800/AT3G57420/AT1G14110/AT1G28240/AT3G22190/AT4G39350/AT1G05570/AT3G18660/AT2G03220/AT4G26940/AT2G39770/AT1G51630/AT5G44030/AT1G06490/AT3G25140/AT5G22130/AT4G28370/AT2G15440/AT1G14080/AT5G60920/AT2G25540/AT3G46440/AT4G37450/AT4G15290/AT5G61840/AT1G16860/AT5G09870/AT5G01360/AT3G27190/AT2G22900/AT1G67330/AT5G46340/AT2G34410/AT2G38320/AT5G17420/AT3G50220/AT1G64440/AT2G32610/AT1G44830/AT4G09990/AT5G59290/AT1G19300/AT3G55800/AT5G62220/AT4G18780/AT1G05850/AT1G56550/AT5G15630/AT1G27440/AT1G05610/AT2G40320/AT2G28760/AT2G23130/AT1G09610/AT2G15370/AT1G14100/AT3G02140/AT3G55990/AT1G09790/AT5G54690/AT2G28315/AT2G37090/AT4G33330/AT3G21190/AT1G71690/AT1G08990/AT2G28110/AT2G32530/AT3G62820/AT2G47670/AT4G24010/AT5G67230/AT5G41040/AT5G67210/AT1G73140,0.627256739718528,,,,,,,,,,,,,,,,1,1
GO:0001676,long-chain fatty acid metabolic process,,,,long-chain fatty acid metabolic process,81.0,-0.483033055525625,-1.55169300062603,0.0010083044744147,0.0160328108412658,0.0096491429443058,8964.0,"tags=43%, list=28%, signal=31%",AT1G44350/AT2G38010/AT1G55020/AT1G73680/AT4G05160/AT1G13280/AT4G16760/AT1G70480/AT1G07380/AT4G08850/AT3G29770/AT5G02890/AT3G01420/AT1G69240/AT1G76690/AT3G19260/AT2G23600/AT4G19045/AT2G33150/AT2G23610/AT2G46370/AT5G05280/AT2G35690/AT1G23560/AT5G63380/AT1G26360/AT5G45550/AT1G23520/AT5G63980/AT2G23560/AT5G44585/AT2G23550/AT2G23620/AT4G37150/AT3G10870,0.45505986738723,,,,,,,,,,,,,,,,1,1
GO:0003008,system process,,,,system process,22.0,-0.625502459776897,-1.67465283583276,0.0009852723322916,0.0159094749470037,0.0095749148076627,7708.0,"tags=77%, list=24%, signal=59%",AT5G02600/AT5G57130/AT1G22710/AT1G06490/AT4G16370/AT4G29920/AT2G01950/AT1G56430/AT4G32770/AT3G09070/AT5G65020/AT5G62680/AT3G47960/AT1G18880/AT5G04950/AT1G35720/AT5G56080,0.45505986738723,,,,,,,,,,,,,,,,1,1
GO:0003013,circulatory system process,,,,circulatory system process,22.0,-0.625502459776897,-1.67465283583276,0.0009852723322916,0.0159094749470037,0.0095749148076627,7708.0,"tags=77%, list=24%, signal=59%",AT5G02600/AT5G57130/AT1G22710/AT1G06490/AT4G16370/AT4G29920/AT2G01950/AT1G56430/AT4G32770/AT3G09070/AT5G65020/AT5G62680/AT3G47960/AT1G18880/AT5G04950/AT1G35720/AT5G56080,0.45505986738723,,,,,,,,,,,,,,,,1,1
GO:0003018,vascular process in circulatory system,,,,vascular process in circulatory system,22.0,-0.625502459776897,-1.67465283583276,0.0009852723322916,0.0159094749470037,0.0095749148076627,7708.0,"tags=77%, list=24%, signal=59%",AT5G02600/AT5G57130/AT1G22710/AT1G06490/AT4G16370/AT4G29920/AT2G01950/AT1G56430/AT4G32770/AT3G09070/AT5G65020/AT5G62680/AT3G47960/AT1G18880/AT5G04950/AT1G35720/AT5G56080,0.45505986738723,,,,,,,,,,,,,,,,1,1
GO:0005976,polysaccharide metabolic process,,,,polysaccharide metabolic process,385.0,-0.425942983585333,-1.47429538981206,1.30877805297444e-07,2.09706514180443e-05,1.26209193865812e-05,10163.0,"tags=51%, list=31%, signal=36%",AT1G10950/AT5G05170/AT5G55590/AT1G18580/AT5G04960/AT5G15470/AT1G67140/AT4G24620/AT5G10560/AT1G27600/AT5G22510/AT5G06610/AT1G65310/AT5G55480/AT2G35610/AT1G27680/AT1G05170/AT1G10050/AT4G30260/AT1G01050/AT5G40870/AT2G32580/AT3G07525/AT5G64020/AT5G18670/AT3G03250/AT1G77130/AT3G26370/AT5G01620/AT4G01750/AT5G03650/AT4G00740/AT5G65810/AT2G20370/AT5G49270/AT1G54210/AT2G41770/AT4G08160/AT3G14570/AT3G29090/AT1G10670/AT5G18520/AT2G03210/AT1G29890/AT3G02210/AT1G68470/AT5G17520/AT5G62880/AT4G00490/AT5G65685/AT5G49720/AT4G30270/AT1G74380/AT1G03310/AT1G68765/AT5G61680/AT4G25810/AT4G36890/AT4G32410/AT3G55830/AT2G33570/AT1G27930/AT5G61500/AT1G33800/AT5G26120/AT3G57420/AT1G14110/AT3G62770/AT5G15740/AT1G28240/AT3G22190/AT4G39350/AT1G05570/AT3G23730/AT3G18660/AT3G47050/AT3G01090/AT3G10740/AT2G21610/AT2G03220/AT4G26940/AT2G39770/AT2G27500/AT5G25460/AT5G05150/AT5G20940/AT1G51630/AT1G02640/AT5G44030/AT4G26690/AT3G26610/AT3G29360/AT1G06490/AT3G25140/AT5G47500/AT1G28580/AT1G02720/AT5G22130/AT2G01850/AT4G28370/AT2G15440/AT1G14080/AT5G60920/AT2G25540/AT2G06850/AT3G46440/AT4G25820/AT4G37450/AT4G15290/AT4G30280/AT5G61840/AT1G16860/AT3G14310/AT5G09870/AT5G01360/AT3G27190/AT2G22900/AT1G67330/AT1G11545/AT5G46340/AT1G32070/AT2G34410/AT2G38320/AT1G32170/AT3G28150/AT5G64570/AT5G17420/AT3G50220/AT1G64440/AT2G32610/AT1G58370/AT1G44830/AT4G09990/AT4G36870/AT4G14130/AT5G59290/AT1G19300/AT3G55800/AT3G47040/AT5G62220/AT4G18780/AT3G47000/AT1G10550/AT2G23760/AT1G05850/AT3G50990/AT1G56550/AT5G15630/AT4G03210/AT1G27440/AT5G15490/AT4G17090/AT1G05610/AT2G40320/AT2G28760/AT2G27360/AT2G23130/AT1G09610/AT2G15370/AT1G14100/AT1G78060/AT2G14620/AT4G13090/AT3G56440/AT3G02140/AT3G44990/AT1G70230/AT3G55990/AT2G19150/AT5G48070/AT1G09790/AT5G54690/AT2G28315/AT2G37090/AT1G05310/AT4G33330/AT3G21190/AT1G71690/AT1G08990/AT1G14720/AT2G28110/AT4G33820/AT2G32530/AT3G62820/AT1G71930/AT5G19730/AT3G07970/AT2G47670/AT4G24010/AT5G67230/AT2G36870/AT5G49190/AT2G18800/AT4G37800/AT5G41040/AT5G67210/AT2G36710/AT1G73140,0.690132458796796,,,,,,,,,,,,,,,,1,1
GO:0006066,alcohol metabolic process,,,,alcohol metabolic process,146.0,-0.424290630649235,-1.41204882584012,0.001109822981518,0.0170152598959409,0.0102404173913079,9953.0,"tags=53%, list=31%, signal=37%",AT3G28455/AT5G45340/AT4G33770/AT3G26744/AT5G42810/AT3G11980/AT5G67030/AT3G07270/AT1G48270/AT1G65690/AT1G20780/AT2G05710/AT4G35830/AT5G02540/AT2G38010/AT5G64440/AT4G26970/AT3G02870/AT1G07250/AT2G37540/AT3G24030/AT1G80460/AT5G16760/AT4G29530/AT4G35260/AT1G22190/AT1G65930/AT1G07380/AT1G05470/AT5G17380/AT2G29630/AT5G10170/AT3G22200/AT5G03290/AT5G47110/AT2G18790/AT1G43710/AT5G61760/AT2G43980/AT5G58560/AT1G07240/AT5G58730/AT1G78620/AT5G51970/AT4G17600/AT3G26840/AT5G07370/AT2G17130/AT1G54340/AT3G55440/AT2G29710/AT4G33360/AT1G78390/AT2G23400/AT1G07260/AT1G02880/AT3G14440/AT2G29740/AT2G22240/AT4G18780/AT2G19800/AT1G31190/AT2G03440/AT4G33070/AT1G67080/AT5G54770/AT5G54960/AT1G54570/AT2G29730/AT2G29750/AT5G01320/AT3G48790/AT5G40390/AT1G13930/AT1G14520/AT4G18010/AT5G58770/AT5G58780,0.45505986738723,,,,,,,,,,,,,,,,1,1
GO:0006091,generation of precursor metabolites and energy,,,,generation of precursor metabolites and energy,428.0,-0.426415222212425,-1.47647437574066,1.00931068315725e-08,5.25598538254138e-06,3.16324784040925e-06,12690.0,"tags=64%, list=39%, signal=40%",AT5G50210/AT4G32840/AT4G03240/AT5G23250/AT1G74030/AT2G40810/AT3G44730/AT5G52840/AT1G53310/AT3G13970/AT3G08940/AT5G13430/AT1G14150/AT4G21090/AT3G09810/AT3G55410/AT3G22960/AT2G21170/AT3G60100/AT3G60750/AT5G67490/AT3G16890/AT3G19190/AT4G05450/AT4G01050/ATCG00270/AT5G17770/AT2G39930/ATCG00340/AT3G05410/AT4G01100/AT5G24400/AT5G61410/AT2G47940/AT3G56650/AT3G15850/AT2G36460/AT4G30950/AT5G40810/AT2G01140/AT4G30510/AT5G59400/AT2G34590/AT2G45870/AT5G01500/AT3G61320/AT5G47810/AT2G43400/AT3G06483/AT5G37510/AT3G21200/ATCG00730/ATCG01050/AT4G02580/AT3G04050/AT4G14890/AT2G01290/AT5G44650/AT2G45770/AT1G09020/AT5G52100/AT2G44620/AT4G24620/AT5G08300/ATCG01010/AT3G58750/AT5G08720/AT1G77510/AT2G40100/AT3G02360/AT4G10040/AT3G49160/AT1G27680/AT3G14940/AT4G37830/AT5G08570/AT1G68890/AT1G01090/AT1G22840/AT3G25860/AT3G15640/AT3G07525/AT1G51650/AT2G29560/AT3G03250/AT5G61580/AT3G27220/AT2G05710/AT1G79530/AT5G18800/AT4G35830/AT2G20420/AT4G03280/AT5G67590/AT1G54210/AT4G34700/AT3G01480/AT5G56630/AT1G65290/AT3G27925/AT4G05020/AT5G08530/AT4G26970/AT4G32470/AT5G55070/AT3G27690/AT5G66760/AT5G51060/AT1G13700/AT4G26910/AT4G20190/AT5G63680/AT1G54220/AT1G03310/AT3G13930/AT5G41670/AT1G63290/AT3G27240/AT2G27510/AT4G31390/AT5G61500/AT3G06310/AT4G35260/AT5G66190/AT5G44660/AT5G13440/ATCG00480/AT3G62770/AT4G32210/AT5G09600/AT3G27300/AT1G80230/AT3G07480/AT3G52730/AT5G56350/AT1G14450/AT3G12780/AT2G02510/AT1G32440/AT4G38970/AT2G22480/AT1G22700/AT3G04790/AT5G05150/AT3G63540/AT5G11770/AT5G42270/AT3G56010/AT5G35790/AT2G30950/AT5G40760/AT5G44520/AT5G03290/AT5G13110/AT1G79010/AT5G40650/AT2G26800/AT1G16720/AT1G29910/AT3G03070/AT2G45290/AT2G36530/AT1G12230/AT5G13450/AT4G11960/AT4G23890/AT1G56190/AT4G29130/AT1G79550/AT1G55670/AT1G22170/AT3G10860/AT1G16700/AT1G30120/AT5G42740/AT4G15510/AT3G55650/AT1G03600/AT3G52990/AT3G22360/AT1G15120/AT2G46820/AT1G13440/AT3G08010/AT2G36580/AT5G50850/AT1G50250/AT5G51040/AT1G52710/AT5G50950/AT1G32070/AT3G52200/AT2G46505/AT5G35100/AT3G47470/AT5G11670/AT4G29220/AT2G01590/AT4G05180/AT1G04410/AT2G36220/AT1G78050/AT2G17130/AT3G61470/AT1G76450/ATCG00580/AT3G55440/AT3G27380/AT1G32550/AT3G04120/AT5G58330/AT4G35250/AT3G52930/AT1G75690/AT1G24280/AT1G10960/AT5G05370/AT4G09650/AT1G24180/AT4G37230/AT1G06680/AT1G76570/AT2G30570/AT2G44350/AT5G01530/AT5G64040/AT5G65165/AT1G70760/AT5G23120/AT3G15840/AT1G68830/AT3G55250/AT2G41730/AT1G20020/AT1G79040/AT4G02530/AT4G25910/AT1G34000/AT5G54270/AT1G05610/AT5G66570/AT1G67740/AT2G20890/AT2G05620/AT1G71500/AT1G15980/AT3G54890/AT1G54780/AT2G05070/ATCG00570/AT3G22370/AT1G60950/AT4G10340/AT3G56440/AT4G04640/AT1G54500/AT3G55330/AT1G61520/AT1G45474/AT2G21970/AT3G09490/AT1G15820/AT4G21280/AT1G55480/AT1G08380/AT1G29930/AT5G02120/AT4G35440/AT5G57030/AT1G18730/AT1G60600/AT3G50820/ATMG00990/AT2G05100/AT5G24120/AT5G24410,0.747739663149885,,,,,,,,,,,,,,,,1,1
GO:0006120,"mitochondrial electron transport, NADH to ubiquinone",10.0,0.0014533270391515,0.0342569944942876,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1
GO:0006163,purine nucleotide metabolic process,,,,purine nucleotide metabolic process,180.0,-0.439569499287018,-1.47775783472632,8.96081400474344e-05,0.0028715962418277,0.0017282336135601,15139.0,"tags=77%, list=47%, signal=41%",AT5G08680/AT1G09420/AT4G02260/AT3G21110/AT1G47840/AT1G16350/AT5G47435/AT2G44530/ATCG00470/AT3G20790/AT3G17470/AT4G26390/AT1G21640/AT3G49360/AT2G38280/AT2G42910/AT1G16300/AT4G09320/AT1G54130/AT1G71100/AT3G57610/AT5G03690/AT5G08690/AT1G17410/AT1G36280/AT1G64190/AT5G14590/AT3G56490/AT2G01220/AT5G50210/AT4G32840/AT1G74030/AT1G31160/AT5G01310/AT3G22960/AT2G21170/AT3G60750/AT5G47030/AT2G19680/AT2G35390/AT1G09830/AT1G78590/AT5G24400/AT5G61410/AT2G36460/AT2G01140/AT5G47810/AT3G04050/AT2G01290/AT1G09020/AT5G63310/AT4G24620/AT4G29480/AT4G11010/AT3G02360/AT3G49160/AT4G23900/AT1G31220/AT3G52300/AT5G08570/AT1G51650/AT2G29560/AT1G27450/AT5G61580/AT1G79530/AT2G42080/AT5G56630/AT4G32260/AT1G13700/AT5G63680/AT2G31870/AT5G41670/AT1G63290/AT2G21410/AT1G65930/ATCG00480/AT3G27300/AT5G56350/AT4G23895/AT3G12780/AT1G32440/AT5G05930/AT5G20070/AT4G38970/AT5G40270/AT2G22480/AT3G27610/AT5G55810/AT1G71750/AT3G04790/AT5G35790/AT5G40760/AT5G44520/AT5G13110/AT5G48545/AT2G45290/AT2G36530/AT1G12230/AT4G39080/AT5G13450/AT2G01350/AT1G70570/AT1G56190/AT4G29130/AT4G34740/AT1G68760/AT1G79550/AT1G55670/AT1G22170/AT5G42740/AT3G55650/AT4G16566/AT3G52990/AT2G33040/AT1G13440/AT2G23420/AT1G15700/AT2G36580/AT5G23230/AT5G49970/AT5G11670/AT4G29220/AT1G10700/AT1G78050/AT1G54340/AT3G55440/AT3G04120/AT3G52930/AT1G24280/AT4G00895/AT4G09650/AT4G36940/AT3G21070/AT1G04280/AT5G14760/AT5G23220/AT4G04640/AT5G24410,0.538434096309916,,,,,,,,,,,,,,,,1,1
GO:0006665,sphingolipid metabolic process,,,,sphingolipid metabolic process,55.0,-0.52873519021812,-1.62410115613831,0.0003848238144561,0.0076114345224526,0.0045808448964755,12504.0,"tags=80%, list=39%, signal=49%",AT3G48780/AT1G01020/AT5G18480/AT4G36480/AT5G23670/AT5G59770/AT3G24180/AT1G13580/AT1G06515/AT3G06060/AT3G55360/AT4G38350/AT4G22330/AT1G33700/AT5G23450/AT3G58490/AT2G38010/AT1G43580/AT5G10480/AT1G75000/AT3G55830/AT3G61580/AT1G07380/AT2G29525/AT5G42000/AT4G01510/AT4G10060/AT4G36830/AT3G25540/AT2G30942/AT1G01230/AT3G19260/AT2G19880/AT3G54020/AT1G14290/AT5G49900/AT1G74440/AT3G06460/AT1G26200/AT1G18720/AT1G71190/AT1G69640/AT3G06470/AT3G48790,0.49849310876659,,,,,,,,,,,,,,,,1,1
GO:0006720,isoprenoid metabolic process,,,,isoprenoid metabolic process,237.0,-0.384212911175293,-1.31719101896541,0.0034409012901304,0.0405748391596628,0.0244194500184658,10102.0,"tags=45%, list=31%, signal=31%",AT3G14530/AT5G60600/AT3G04870/AT3G28455/AT4G13830/AT5G45340/AT3G24200/AT3G26744/AT5G67030/AT1G61680/AT1G65690/AT1G20780/AT2G38700/AT4G34640/AT3G11945/AT4G20230/AT1G10670/AT5G62790/AT5G47770/AT2G21860/AT1G76490/AT3G63520/AT1G07250/AT1G05160/AT5G63910/AT4G31390/AT2G26930/AT1G03055/AT1G22190/AT1G63970/AT1G79460/AT4G20210/AT4G14210/AT1G06820/AT5G17380/AT4G36470/AT1G15550/AT5G61670/AT4G15560/AT2G46590/AT4G00370/AT2G26670/AT5G47110/AT1G08550/AT2G18790/AT3G21420/AT1G10830/AT3G10980/AT5G58560/AT1G07240/AT1G66020/AT1G78480/AT4G38460/AT5G65640/AT2G18640/AT1G78620/AT5G58660/AT2G36690/AT4G17600/AT3G26840/AT3G32030/AT1G64680/AT4G32770/AT2G29710/AT1G17050/AT4G33360/AT1G78390/AT3G32040/AT2G23400/AT1G07260/AT3G14440/AT2G29740/AT4G18780/AT5G05350/AT2G03440/AT1G47990/AT3G03990/AT1G78950/AT2G26170/AT1G67080/AT1G78510/AT1G02400/AT1G54570/AT5G51310/AT5G42600/AT5G23960/AT5G42590/AT2G29730/AT2G29750/AT4G15340/AT1G31800/AT4G32980/AT1G50960/AT1G13930/AT3G25810/AT5G57030/AT3G45130/AT4G15330/AT4G34650/AT4G25700/AT5G17230/AT5G58770/AT5G58780/AT3G53130/AT1G80340/AT1G78440,0.431707695803346,,,,,,,,,,,,,,,,1,1
GO:0006721,terpenoid metabolic process,,,,terpenoid metabolic process,198.0,-0.396672381848094,-1.34334962235173,0.0036609647148949,0.0423654972284785,0.0254971347639195,10102.0,"tags=45%, list=31%, signal=31%",AT3G14530/AT5G60600/AT3G04870/AT3G28455/AT5G45340/AT3G24200/AT3G26744/AT5G67030/AT1G65690/AT1G20780/AT4G34640/AT3G11945/AT4G20230/AT1G10670/AT5G62790/AT5G47770/AT2G21860/AT3G63520/AT1G07250/AT1G05160/AT5G63910/AT4G31390/AT2G26930/AT1G03055/AT1G22190/AT1G63970/AT1G79460/AT4G20210/AT4G14210/AT1G06820/AT5G17380/AT4G36470/AT1G15550/AT5G61670/AT4G15560/AT2G46590/AT4G00370/AT2G26670/AT5G47110/AT1G08550/AT2G18790/AT3G21420/AT5G58560/AT1G07240/AT1G66020/AT1G78480/AT5G65640/AT1G78620/AT5G58660/AT2G36690/AT4G17600/AT3G26840/AT3G32030/AT1G64680/AT4G32770/AT2G29710/AT4G33360/AT1G78390/AT3G32040/AT1G07260/AT3G14440/AT2G29740/AT4G18780/AT2G03440/AT1G47990/AT3G03990/AT1G78950/AT2G26170/AT1G67080/AT1G02400/AT1G54570/AT5G51310/AT5G42600/AT5G23960/AT5G42590/AT2G29730/AT2G29750/AT4G15340/AT1G31800/AT4G32980/AT1G50960/AT1G13930/AT5G57030/AT3G45130/AT4G34650/AT4G25700/AT5G17230/AT3G53130/AT1G80340/AT1G78440,0.431707695803346,,,,,,,,,,,,,,,,1,1
